Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
15045,Aria: The Origination ~Aoi Wakusei no El Cielo~,3,2008,12,Alchemist,0,0,0.02,0,0.02
15046,Inkheart,13,2009,12,DreamCatcher Interactive,0.02,0,0,0,0.02
15047,Street Fighter X Tekken,21,2012,11,Capcom,0,0.02,0,0,0.02
15048,Lunatic Dawn Tempest,3,2001,5,ArtDink,0,0,0.02,0,0.02
15049,Ceville,21,2009,10,Kalypso Media,0,0.02,0,0,0.02
15050,Strike Witches: Shirogane no Tsubasa,16,2012,13,Kadokawa Shoten,0,0,0.02,0,0.02
15051,Total Immersion Racing,20,2002,3,Empire Interactive,0.02,0.01,0,0,0.02
15052,Totally Spies! 2: Undercover,13,2006,10,Atari,0.01,0.01,0,0,0.02
15053,Luxor: The Wrath of Set,16,2006,6,Mumbo Jumbo,0.02,0,0,0,0.02
15054,Natalie Brooks: Mystery at Hillcrest High,13,2012,10,Licensed 4U,0,0.02,0,0,0.02
15055,NASCAR Heat Evolution,18,2016,3,Dusenberry Martin Racing,0.02,0,0,0,0.02
15056,Board Game: Top Shop,12,1999,7,Success,0.01,0.01,0,0,0.02
15057,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,13,2007,10,Konami Digital Entertainment,0,0,0.02,0,0.02
15058,Castlevania: Lords of Shadow - Reverie,5,2011,10,Konami Digital Entertainment,0.02,0,0,0,0.02
15059,Xia-Xia,13,2012,2,N/A,0,0.02,0,0,0.02
15060,Cocoto Magic Circus,1,2008,8,Neko Entertainment,0.02,0,0,0,0.02
15061,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,3,2007,12,Marvelous Interactive,0,0,0.02,0,0.02
15062,Dunamis 15,4,2011,12,5pb,0,0,0.02,0,0.02
15063,DemiKids: Dark Version,6,2002,5,Atlus,0.02,0.01,0,0,0.02
15064,Mage Knight: Destiny's Soldier,13,2006,13,Namco Bandai Games,0.02,0,0,0,0.02
15065,GT Legends,21,2005,3,Atari,0,0.02,0,0,0.02
15066,Blender Bros.,6,2002,2,Unknown,0.02,0.01,0,0,0.02
15067,Suzumiya Haruhi no Heiretsu,1,2009,12,Sega,0,0,0.02,0,0.02
15068,F1 Race Stars,21,2012,3,Codemasters,0,0.02,0,0,0.02
15069,DemiKids: Light Version,6,2002,5,Atlus,0.02,0.01,0,0,0.02
15070,Nanatsuiro * Drops Pure!!,3,2007,12,Media Works,0,0,0.02,0,0.02
15071,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,13,2010,7,D3Publisher,0,0,0.02,0,0.02
15072,Escape the Emerald Star,21,2011,6,PopCap Games,0.02,0,0,0,0.02
15073,La Corda d'Oro 4,23,2016,10,Tecmo Koei,0,0,0.02,0,0.02
15074,Thomas and Friends: Steaming around Sodor,9,2015,10,Avanquest Software,0,0.02,0,0,0.02
15075,Titanic Mystery,1,2010,6,O-Games,0.02,0,0,0,0.02
15076,Falcon 4.0: Allied Force,21,2005,9,Graphsim Entertainment,0,0.02,0,0,0.02
15077,Bottom of the 9th '97,12,1997,1,Konami Digital Entertainment,0.01,0.01,0,0,0.02
15078,Shaman King: Chou Senjiryokketsu 3,6,2002,5,King Records,0,0,0.02,0,0.02
15079,Ride,5,2015,3,Milestone S.r.l.,0,0.02,0,0,0.02
15080,Line Rider 2: Unbound,1,2008,6,Deep Silver,0.02,0,0,0,0.02
15081,HatsuKare * Renai Debut Sengen!,16,2013,12,FuRyu,0,0,0.02,0,0.02
15082,Treasure Chase,13,2011,6,Storm City Games,0.02,0,0,0,0.02
15083,Unreal Anthology,21,2006,8,Midway Games,0,0.02,0,0,0.02
15084,X3: Terran War Pack,21,2012,7,Deep Silver,0,0.02,0,0,0.02
15085,Prison Architect,10,2016,10,Introversion Software,0.01,0.01,0,0,0.02
15086,G1 Jockey 1,1,2007,1,Tecmo Koei,0,0.01,0.02,0,0.02
15087,Kingdom: Ikkitousen no Ken,16,2010,10,Konami Digital Entertainment,0,0,0.02,0,0.02
15088,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,3,2007,11,Yuke's,0,0,0.02,0,0.02
15089,Rugby League Live 3,10,2015,10,Tru Blu Entertainment,0,0.02,0,0,0.02
15090,Tom Clancy's EndWar,21,2009,13,Ubisoft,0,0.02,0,0,0.02
15091,RayCrisis: Series Termination,12,1999,8,JVC,0.01,0.01,0,0,0.02
15092,Left 4 Dead,21,2008,8,Electronic Arts,0,0.02,0,0,0.02
15093,Bejeweled 2 Deluxe,21,2006,6,Focus Home Interactive,0,0.02,0,0,0.02
15094,Ikki Tousen: Shining Dragon,3,2007,5,Marvelous Interactive,0,0,0.02,0,0.02
15095,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,3,2008,12,Minato Station,0,0,0.02,0,0.02
15096,Toxic Grind,20,2002,1,THQ,0.02,0,0,0,0.02
15097,DiRT,21,2007,3,Codemasters,0,0.02,0,0,0.02
15098,Kawasaki Jet Ski,1,2008,3,Metro 3D,0.02,0,0,0,0.02
15099,Genkai Tokki: Seven Pirates,23,2016,5,Compile Heart,0,0,0.02,0,0.02
15100,Enchanted Arms (JP sales),5,2006,5,Ubisoft,0,0,0.02,0,0.02
15101,ScrapLand,20,2005,10,Deep Silver,0.02,0,0,0,0.02
15102,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,16,2011,7,Paon,0,0,0.02,0,0.02
15103,Geten no Hana,16,2013,7,Tecmo Koei,0,0,0.02,0,0.02
15104,Crazy Machi2,1,2010,6,DTP Entertainment,0.01,0.01,0,0,0.02
15105,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,16,2009,12,Tecmo Koei,0,0,0.02,0,0.02
15106,Blade Arcus from Shining EX,4,2015,11,Sega,0,0,0.02,0,0.02
15107,Brave: The Video Game,1,2012,10,Disney Interactive Studios,0,0.02,0,0,0.02
15108,Frontli2: Fuel of War,21,2008,8,THQ,0,0.02,0,0,0.02
15109,D.Gray-man: Sousha no Shikaku,3,2008,12,Konami Digital Entertainment,0,0,0.02,0,0.02
15110,Indianapolis 500 Evolution,5,2009,3,Zushi Games,0.02,0,0,0,0.02
15111,Ookami to Koushinryou: Omiowataru Kaze,13,2009,12,ASCII Media Works,0,0,0.02,0,0.02
15112,Grey's Anatomy: The Video Game,21,2009,12,Ubisoft,0,0.02,0,0,0.02
15113,School Days LxH,3,2008,12,Interchannel,0,0,0.02,0,0.02
15114,Neo Angelique,3,2006,12,Tecmo Koei,0,0,0.02,0,0.02
15115,Big Idea's VeggieTales: LarryBoy and the Bad Apple,3,2006,10,Crave Entertainment,0.01,0.01,0,0,0.02
15116,Namco Museum Battle Collection (JP sales),16,2005,7,Sony Computer Entertainment,0,0,0.02,0,0.02
15117,Chaos;Head Noah,16,2010,12,5pb,0,0,0.02,0,0.02
15118,Brandish: The Dark Revenant,16,2009,5,Falcom Corporation,0,0,0.02,0,0.02
15119,Summon Night: Swordcraft Story,6,2003,5,Banpresto,0.02,0.01,0,0,0.02
15120,Samurai Shodown V,20,2006,11,Ignition Entertainment,0.02,0,0,0,0.02
15121,Pro Fishing Challenge,20,2004,1,Atlus,0.02,0,0,0,0.02
15122,Minna no Chizu 2,16,2007,7,Zenrin,0,0,0.02,0,0.02
15123,Franklin's Great Adventures,13,2006,10,Game Factory,0.02,0,0,0,0.02
15124,Test Drive Unlimited,21,2007,3,Atari,0,0.02,0,0,0.02
15125,SAW,21,2009,10,Konami Digital Entertainment,0,0.02,0,0,0.02
15126,Princess Saver! Eternal Love for My Lady,3,2010,12,Comfort,0,0,0.02,0,0.02
15127,To Love-Ru Trouble: Dark2s - True Princess,23,2015,10,FuRyu,0,0,0.02,0,0.02
15128,Tokyo Mew Mew,12,2002,5,Takara,0,0,0.02,0,0.02
15129,Jitsumei Jikkyou Keiba Dream Classic 2002,3,2002,1,Namco Bandai Games,0,0,0.02,0,0.02
15130,Ice Age: Dawn of the Dinosaurs,21,2009,10,Activision,0.02,0,0,0,0.02
15131,Interactive Storybook DS Series 3,13,2007,7,Tommo,0.02,0,0,0,0.02
15132,Moujuutsukai to Oujisama: Snow Bride Portable,16,2012,12,Idea Factory,0,0,0.02,0,0.02
15133,Twinkle * Crusaders GoGo!,16,2010,12,ASCII Media Works,0,0,0.02,0,0.02
15134,Serious Sam HD: Gold Edition,21,2010,8,Devolver Digital,0,0.02,0,0,0.02
15135,Rule of Rose,3,2006,10,505 Games,0.01,0.01,0,0,0.02
15136,RedCard 20-03,19,2002,1,Midway Games,0.02,0,0,0,0.02
15137,Homeworld,21,1998,13,Vivendi Games,0,0.02,0,0,0.02
15138,Freestyle Metal X,20,2003,3,Midway Games,0.02,0,0,0,0.02
15139,Shonen Jump's One Piece: Grand Adventure,3,2005,11,Namco Bandai Games,0.01,0.01,0,0,0.02
15140,Pac-Man World Rally,3,2006,3,Namco Bandai Games,0.01,0.01,0,0,0.02
15141,Plants vs. Zombies: Garden Warfare,21,2014,8,Electronic Arts,0,0.02,0,0,0.02
15142,Max Payne,21,2001,8,Take-Two Interactive,0,0.02,0,0,0.02
15143,Uta Kumi 575,23,2014,7,Sega,0,0,0.02,0,0.02
15144,Invizimals: The Lost Kingdom,4,2013,10,Sony Computer Entertainment,0,0.02,0,0.01,0.02
15145,428: Fuusa Sareta Shibuya de,4,2009,12,Spike,0,0,0.02,0,0.02
15146,IL-2 Sturmovik: Forgotten Battles,21,2003,9,Ubisoft,0,0.02,0,0,0.02
15147,Overlord,21,2007,13,Codemasters,0,0.02,0,0,0.02
15148,Sacred 3,21,2014,5,Deep Silver,0,0.02,0,0,0.02
15149,The Professor's Brain Trainer: Logic,13,2005,6,505 Games,0.02,0,0,0,0.02
15150,Fritz Chess,1,2009,13,Deep Silver,0.02,0.01,0,0,0.02
15151,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,16,2010,7,D3Publisher,0,0,0.02,0,0.02
15152,NFL Blitz Pro,19,2003,1,Midway Games,0.02,0,0,0,0.02
15153,Rocket League,21,2016,1,505 Games,0.01,0.01,0,0,0.02
15154,Balls of Fury,1,2007,1,Zoo Digital Publishing,0.02,0,0,0,0.02
15155,18 Wheels of Steel: Extreme Trucker,21,2009,3,Rondomedia,0,0.02,0,0,0.02
15156,Rugby World Cup 2015,18,2015,1,Ubisoft,0,0.02,0,0,0.02
15157,Winning Post 8 2015,4,2015,10,Tecmo Koei,0,0,0.02,0,0.02
15158,Veggy World,13,2011,8,Jack of All Games,0.02,0,0,0,0.02
15159,Commandos: Strike Force,20,2006,8,Eidos Interactive,0.02,0,0,0,0.02
15160,Ukiyo no Roushi,23,2015,10,Unknown,0,0,0.02,0,0.02
15161,SBK: Snowboard Kids,13,2005,1,Rising Star Games,0.02,0,0,0,0.02
15162,Warriors of the Lost Empire (JP sales),16,2007,5,Mercury Games,0,0,0.02,0,0.02
15163,Jojo's Bizarre Adventure,12,1999,11,Virgin Interactive,0.01,0.01,0,0,0.02
15164,Lode Runner,13,2006,6,Hudson Entertainment,0,0,0.02,0,0.02
15165,Zathura,20,2005,12,Take-Two Interactive,0.02,0,0,0,0.02
15166,Cities in Motion Collection,21,2011,9,Unknown,0,0.02,0,0,0.02
15167,Evolution Snowboarding,3,2002,1,Konami Digital Entertainment,0.01,0.01,0,0,0.02
15168,Jissen Pachinko Hisshouhou! CR Sakura Taisen,3,2007,7,Sega,0,0,0.02,0,0.02
15169,Aegis of Earth: Protonovus Assault,10,2016,10,PQube,0.02,0,0,0,0.02
15170,Freedom Wings,13,2006,9,Natsume,0.02,0,0,0,0.02
15171,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,14,1996,6,Compile,0,0,0.02,0,0.02
15172,Zillions of Enemy X: Zetsukai no Crusade,4,2013,5,Nippon Ichi Software,0,0,0.02,0,0.02
15173,Dream Chronicles,13,2010,12,Zoo Games,0.02,0,0,0,0.02
15174,Kung Fu Panda: Showdown of Legendary Legends,4,2015,10,Little Orbit,0,0.02,0,0,0.02
15175,The Settlers IV,21,2001,13,Blue Byte,0,0.02,0,0,0.02
15176,Happi2s! De-Lucks,3,2007,12,Marvelous Interactive,0,0,0.02,0,0.02
15177,Mount & Blade,21,2008,5,Paradox Interactive,0,0.02,0,0,0.02
15178,Doki Majo Plus,13,2009,12,SNK Playmore,0,0,0.02,0,0.02
15179,Eureka Seven Vol. 2: The New Vision,3,2006,8,Namco Bandai Games,0,0,0.02,0,0.02
15180,Love Once: Mermaid's Tears,4,2011,12,Unknown,0,0,0.02,0,0.02
15181,Puzzle Challenge: Crosswords and More!,3,2006,6,Crave Entertainment,0.01,0.01,0,0,0.02
15182,Mata Hari: Betrayal is only a Kiss Away,21,2008,12,DTP Entertainment,0,0.02,0,0,0.02
15183,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",16,2009,10,D3Publisher,0,0,0.02,0,0.02
15184,Muppets Party Cruise,19,2003,7,TDK Mediactive,0.02,0,0,0,0.02
15185,Quake 4,21,2005,8,Activision,0,0.02,0,0,0.02
15186,Maximum Capacity: Hotel Giant,21,2002,13,JoWood Productions,0,0.02,0,0,0.02
15187,Sengoku Otome: Legend Battle,23,2016,10,Unknown,0,0,0.02,0,0.02
15188,Shippuu Mahou Daisakusen: Kingdom-Grandprix,31,1996,8,Gaga,0,0,0.02,0,0.02
15189,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,16,2006,7,Yamasa Entertainment,0,0,0.02,0,0.02
15190,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,13,2011,7,Plenty,0,0,0.02,0,0.02
15191,Fritz Chess,13,2009,13,Deep Silver,0.02,0,0,0,0.02
15192,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,16,2011,12,Quinrose,0,0,0.02,0,0.02
15193,Fuel,21,2009,3,Codemasters,0,0.02,0,0,0.02
15194,Serious Sam: Next Encounter,19,2004,8,Global Star,0.02,0,0,0,0.02
15195,PachiPara 15: Super Umi Monogatari in Okinawa 2,4,2010,7,Irem Software Engineering,0,0,0.02,0,0.02
15196,Motto! SoniComi,4,2014,9,Kadokawa Games,0,0,0.02,0,0.02
15197,Let's Play Flight Attendant,13,2010,9,Deep Silver,0.02,0,0,0,0.02
15198,Akai Ito DS,13,2008,12,Alchemist,0,0,0.02,0,0.02
15199,Knight's Apprentice: Memorick's Adventures,20,2004,10,Microids,0.02,0,0,0,0.02
15200,Saint,1,N/A,8,Unknown,0.02,0,0,0,0.02
15201,Darksiders,4,2010,10,THQ,0.01,0.01,0,0,0.02
15202,Natsuiro no Sunadokei,3,2002,12,Princess Soft,0,0,0.02,0,0.02
15203,Indigo Prophecy,21,2005,12,Atari,0,0.02,0,0,0.02
15204,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,3,2007,7,Sega,0,0,0.02,0,0.02
15205,Tale of a Hero,21,2010,12,Daedalic,0,0.02,0,0.01,0.02
15206,Valentino Rossi: The Game,18,2016,3,Namco Bandai Games,0,0.02,0,0,0.02
15207,Turbo: Super Stunt Squad,4,2013,1,D3Publisher,0,0.02,0,0,0.02
15208,FIFA Soccer 09,21,2008,1,Electronic Arts,0,0.02,0,0,0.02
15209,The Lord of the Rings: The Battle for Middle-Earth II,21,2006,13,Electronic Arts,0.01,0.01,0,0,0.02
15210,Ballblazer Champions,12,1997,1,CTO SpA,0.01,0.01,0,0,0.02
15211,Steal Princess,13,N/A,2,Unknown,0.02,0,0,0,0.02
15212,So Blonde,21,2008,12,Eidos Interactive,0,0.02,0,0,0.02
15213,Winter Sports 2011,5,2011,1,DTP Entertainment,0,0.02,0,0,0.02
15214,Koisuru Otome to Shugo no Tate: The Shield of AIGIS,3,2008,12,Alchemist,0,0,0.02,0,0.02
15215,Disney's Meet the Robinsons,13,2007,10,Disney Interactive Studios,0.02,0,0,0,0.02
15216,Casper's Scare School: Classroom Capers,13,2008,12,Blast! Entertainment Ltd,0.02,0,0,0,0.02
15217,Moujuutsukai to Oujisama Portable,16,2011,12,Idea Factory,0,0,0.02,0,0.02
15218,Galaxy Angel II: Eigou Kaiki no Koku,3,2009,13,Broccoli,0,0,0.02,0,0.02
15219,Genroh,16,2012,10,Idea Factory,0,0,0.02,0,0.02
15220,Otome wa Oa2ama Boku ni Koi Shiteru Portable,16,2010,12,Alchemist,0,0,0.02,0,0.02
15221,Iron Phoenix,20,2005,11,Sega,0.02,0,0,0,0.02
15222,Legend: Hand of God,21,2007,5,DTP Entertainment,0,0.02,0,0,0.02
15223,Geon Cube,1,2009,6,P2 Games,0.02,0,0,0,0.02
15224,Tennis no Oji-Sama: Driving Smash! Side King,13,2008,1,Konami Digital Entertainment,0,0,0.02,0,0.02
15225,Kuon,3,2004,12,Indie Games,0.01,0.01,0,0,0.02
15226,Kannou Mukashi Banashi Portable,16,2012,12,Idea Factory,0,0,0.02,0,0.02
15227,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,4,2010,12,Alchemist,0,0,0.02,0,0.02
15228,Diabolik Lovers: More Blood,23,2015,12,Idea Factory,0,0,0.02,0,0.02
15229,Triple Crown Championship Snowboarding,1,2010,1,Destineer,0.02,0,0,0,0.02
15230,UnchainBlades EXXiV,9,2012,5,FuRyu,0,0,0.02,0,0.02
15231,The Fast and the Furious,16,2007,3,Deep Silver,0.02,0,0,0,0.02
15232,Fallout Trilogy,21,2004,5,Ubisoft,0,0.02,0,0,0.02
15233,Carmen Sandiego: The Secret of the Stolen Drums,19,2004,10,BAM! Entertainment,0.02,0,0,0,0.02
15234,The Sims: Complete Collection,21,2005,9,Electronic Arts,0.01,0.01,0,0,0.02
15235,Command & Conquer 3: Deluxe Edition,21,2008,13,Electronic Arts,0,0.02,0,0,0.02
15236,Dance! It's Your Stage,4,2011,7,DTP Entertainment,0,0.02,0,0.01,0.02
15237,Sacred Gold,21,2005,5,Encore,0,0.02,0,0,0.02
15238,Dies Irae: Amantes Amentes,16,2012,10,Views,0,0,0.02,0,0.02
15239,Puyo Puyo! 15th Anniversary,16,2007,6,Sega,0,0,0.02,0,0.02
15240,Mind over Matter,13,2010,6,505 Games,0.02,0,0,0,0.02
15241,The Idolmaster: Gravure For You! Vol.9,4,2012,10,Namco Bandai Games,0,0,0.02,0,0.02
15242,Discovery Kids: Snake Safari,13,2009,9,505 Games,0.02,0,0,0,0.02
15243,Ryu-koku,3,2006,12,KID,0,0,0.02,0,0.02
15244,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,13,2008,7,Square Enix,0,0,0.02,0,0.02
15245,Group S Challenge,20,2003,3,Capcom,0.02,0,0,0,0.02
15246,GunParade Orchestra: Midori no Shou,3,2006,12,Sony Computer Entertainment,0,0,0.02,0,0.02
15247,Shooter: Starfighter Sanvein,12,2000,8,Midas Interactive Entertainment,0.01,0.01,0,0,0.02
15248,Jewel Master: Cradle Of Rome 2,13,2011,6,Rising Star Games,0,0.02,0,0,0.02
15249,Sakura Wars 1 & 2,16,2006,13,Sega,0,0,0.02,0,0.02
15250,Kao Challengers,16,2005,2,Atari,0.02,0,0,0,0.02
15251,Brave: The Video Game,13,2012,10,Disney Interactive Studios,0,0.02,0,0,0.02
15252,Order of War,21,2009,13,Square Enix,0,0.01,0,0,0.02
15253,Terminator 3: The Redemption,19,2004,8,Atari,0.02,0,0,0,0.02
15254,Painkiller,21,2004,8,DreamCatcher Interactive,0,0.02,0,0,0.02
15255,Date A Live: Arusu Install,4,2014,12,Compile Heart,0,0,0.02,0,0.02
15256,Canimal Triple,23,2014,7,Warner Bros. Interactive Entertainment,0,0.02,0,0,0.02
15257,Tengen Toppa Gurren-Lagann,13,2007,10,Konami Digital Entertainment,0,0,0.02,0,0.02
15258,Sugoi Hebereke,14,1994,11,Sunsoft,0,0,0.02,0,0.02
15259,Pebble Beach Golf Links,31,1994,1,Sega,0,0,0.02,0,0.02
15260,Spider-Man: Web of Shadows,21,2008,10,Activision,0,0.02,0,0,0.02
15261,Dakar 2: The World's Ultimate Rally,20,2003,3,Acclaim Entertainment,0.02,0,0,0,0.02
15262,Jelly Belly: Ballistic Beans,1,2009,6,Zoo Digital Publishing,0.02,0,0,0,0.02
15263,PopCap Hits!,5,2011,7,PopCap Games,0,0.02,0,0,0.02
15264,Mario Tennis,9,N/A,1,N/A,0,0,0.02,0,0.02
15265,Higurashi Daybreak Portable Mega Edition,16,2009,12,Alchemist,0,0,0.02,0,0.02
15266,Dragon's Lair,13,2010,2,Destineer,0.02,0,0,0,0.02
15267,Shinken de Watashi ni Koi Shinasai! R,4,2012,10,Minato Station,0,0,0.02,0,0.02
15268,Whiteout,3,2002,3,Konami Digital Entertainment,0.01,0.01,0,0,0.02
15269,Shiratsuyu no Kai,16,2013,12,Idea Factory,0,0,0.02,0,0.02
15270,Dungeon Defenders,21,2011,5,Unknown,0.02,0,0,0,0.02
15271,Final Fantasy XIV: Heavensward,4,2015,10,Square Enix,0.01,0,0.01,0,0.02
15272,Sniper Elite V2,17,2013,8,505 Games,0,0.02,0,0,0.02
15273,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,16,2008,9,fonfun,0,0,0.02,0,0.02
15274,XGRA: Extreme G Racing Association,19,2003,3,Acclaim Entertainment,0.02,0,0,0,0.02
15275,Command & Conquer: The First Decade,21,2006,13,Electronic Arts,0.01,0.01,0,0,0.02
15276,Thomas & Friends: Hero of the Rails,1,2010,7,Unknown,0,0.02,0,0,0.02
15277,Taito Legends 2,3,2006,7,Empire Interactive,0.01,0.01,0,0,0.02
15278,World Championship Poker featuring Howard Lederer: All In,1,2006,7,505 Games,0.02,0,0,0,0.02
15279,Kill.Switch,6,2004,8,Zoo Digital Publishing,0.02,0.01,0,0,0.02
15280,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",16,2010,12,Idea Factory,0,0,0.02,0,0.02
15281,Jinsei Game 1,1,2007,7,Takara Tomy,0,0,0.02,0,0.02
15282,Heavy Fire: The Chosen Few 3D,9,2011,8,Mastiff,0.02,0,0,0,0.02
15283,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,13,2008,7,Be2se,0,0,0.02,0,0.02
15284,Hyakka Hyakurou: Sengoku Ninpoujou,23,2016,12,D3Publisher,0,0,0.02,0,0.02
15285,Jake Hunter: Detective Chronicles,13,2008,12,Aksys Games,0.02,0,0,0,0.02
15286,Gekka Ryouran Romance,16,2011,12,Idea Factory,0,0,0.02,0,0.02
15287,Don Bradman Cricket 14,4,2014,1,Tru Blu Entertainment,0,0.02,0,0,0.02
15288,Guess the Logos,20,2004,6,Sega,0.02,0,0,0,0.02
15289,Ore no Yome: Anata Dake no Hanayome,5,2010,12,Idea Factory,0,0,0.02,0,0.02
15290,Crime Scene,13,2009,12,Nobilis,0,0.02,0,0,0.02
15291,Military History: Commander - Europe at War,16,2009,13,Slitherine Software,0,0.01,0,0.01,0.02
15292,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,31,1996,7,Sonnet,0,0,0.02,0,0.02
15293,Final Approach 2: 1st Priority,3,2008,12,Princess Soft,0,0,0.02,0,0.02
15294,Stormrise,21,2009,13,Sega,0,0.02,0,0,0.02
15295,Gochuumon wa Usagi Desu ka?? Wonderful Party!,23,2016,12,5pb,0,0,0.02,0,0.02
15296,Moujuutsukai to Oujisama: Snow Bride,3,2011,12,Idea Factory,0,0,0.02,0,0.02
15297,Detective Jinguuji Saburo: Ronde Revenge,9,2012,10,Arc System Works,0,0,0.02,0,0.02
15298,Casper: Spirit Dimensions,19,2002,2,TDK Mediactive,0.02,0,0,0,0.02
15299,Meitantei Evangelion,3,2007,12,Broccoli,0,0,0.02,0,0.02
15300,Tsuyo Kiss 2 Portable,16,2010,12,NetRevo,0,0,0.02,0,0.02
15301,Butt-Ugly Martians: Zoom or Doom!,3,2002,3,Vivendi Games,0.01,0.01,0,0,0.02
15302,Mar Heaven: Karudea no Akuma,13,2006,5,Konami Digital Entertainment,0,0,0.02,0,0.02
15303,F1 2016 (Codemasters),21,2016,3,Codemasters,0,0.02,0,0,0.02
15304,Brain Dead 13,12,1996,12,Coconuts Japan,0.01,0.01,0,0,0.02
15305,Spider-Man 3,21,2007,2,Activision,0.02,0,0,0,0.02
15306,Robotics;Notes,5,2012,12,5pb,0,0,0.02,0,0.02
15307,Hoppie,13,2011,2,Jack of All Games,0.02,0,0,0,0.02
15308,Rugby League Team Manager 2015,21,2015,10,Alternative Software,0,0.02,0,0,0.02
15309,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,13,2007,7,Tecmo Koei,0,0,0.02,0,0.02
15310,The Lord of the Rings Online: Mi2 of Moria,21,2008,5,Codemasters Online,0,0.02,0,0,0.02
15311,T.A.C. Heroes : Big Red One,13,2010,13,Storm City Games,0.02,0,0,0,0.02
15312,War Leaders: Clash of Nations,21,2009,13,CDV Software Entertainment,0,0.02,0,0,0.02
15313,Dungeons & Dragons: Shadow over Mystara,4,2013,5,Capcom,0,0,0.02,0,0.02
15314,The King of Fighters NeoWave,20,2006,11,SNK Playmore,0.02,0,0,0,0.02
15315,Super PickUps,3,2007,3,XS Games,0.01,0.01,0,0,0.02
15316,Puzzle Quest: Challenge of the Warlords,16,2007,6,D3Publisher,0.01,0,0,0,0.02
15317,Aquanaut's Holiday,12,1995,12,Sony Computer Entertainment,0.01,0.01,0,0,0.02
15318,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,13,2007,12,Marvelous Interactive,0,0,0.02,0,0.02
15319,Runaway: A Twist of Fate,13,N/A,12,Focus Home Interactive,0,0.02,0,0,0.02
15320,Hot 'n' Cold,13,2009,10,Majesco Entertainment,0.02,0,0,0,0.02
15321,Nisenochigiri,16,2010,12,Idea Factory,0,0,0.02,0,0.02
15322,Wakeboarding Unleashed Featuring Shaun Murray,6,2003,1,Aspyr,0.01,0.01,0,0,0.02
15323,The Testament of Sherlock Holmes,5,2012,12,Focus Home Interactive,0,0.02,0,0,0.02
15324,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,3,2002,10,Takara,0,0,0.02,0,0.02
15325,Last Escort,3,2006,12,D3Publisher,0,0,0.02,0,0.02
15326,Meikyuu Cross Blood: Reloaded,5,2011,10,Unknown,0,0,0.02,0,0.02
15327,Livly Garden,13,2010,9,Marvelous Interactive,0,0,0.02,0,0.02
15328,Nicktoons Collection: Game Boy Advance Video Volume 3,6,2005,7,N/A,0.01,0.01,0,0,0.02
15329,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,16,2011,5,Starfish,0,0,0.02,0,0.02
15330,Commando: Steel Disaster,13,2008,8,Lexicon Entertainment,0.02,0,0,0,0.02
15331,Aria: The Natural ~Tooi Yume no Mirage~,3,2006,12,Alchemist,0,0,0.02,0,0.02
15332,Hellgate: London,21,2007,5,Electronic Arts,0,0.02,0,0,0.02
15333,Katekyoo Hitman Reborn! Dream Hyper Battle! 1,1,2008,11,Marvelous Interactive,0,0,0.02,0,0.02
15334,The Awakened Fate Ultimatum,4,2014,5,Nippon Ichi Software,0,0,0.02,0,0.02
15335,Gal Gun,4,2012,8,Alchemist,0,0,0.02,0,0.02
15336,Chuck E. Cheese's Super Collection,1,2011,10,UFO Interactive,0.02,0,0,0,0.02
15337,Hakuouki: Yuugi Roku DS,13,2011,12,Idea Factory,0,0,0.02,0,0.02
15338,Mystery Tales 2: The Spirit Mask,13,2011,6,Unknown,0,0.02,0,0,0.02
